Armazem;Deposito;Produto;Descricao;Unidade;Saldo Anterior;Entradas;Saidas;Saldo Atual;Transito;Disponivel;Inventario;Diferenca;Diferenca Congelamento;Trans_Ant;Trans_Ant_nao_carregado;Trans_Dia_nao_carregado;Comodato OP03;Venda Vas OP85;Valorizacao;Sinal;Tipo           ;Fator          ;Custo Médio    ;Ult. Reposição ;Médio Reposição;Qtd Estoque    ;Qtd Contagem   ;Estoque CM     ;Estoque UR     ;Estoque MR     ;Contagem CM    ;Contagem UR    ;Contagem MR    ;Sub-Depósitos  ;Saldo Atual Real;Saldo Grade Real
1;1;22382;PASSPORT SELECTION GARRAFA VIDRO 1 L         ;un  ;          4/00 ;         84/00;         27/00;         61/00 ;          0/00 ;         61/00 ;          0/00 ;         61/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;2901,77;-;PA;1;43,1192;43,1333;43,1333;61;            ;2630,2712;2631,1313;2631,1313;                   ;                   ;                   ;               ;         61/00 ;         61/00 
1;1;22641;PRESIDENTE CONHAQ GARRAFA VIDRO 900ML        ;un  ;         16/00 ;        979/00;        652/00;        343/00 ;          0/00 ;        343/00 ;          0/00 ;        343/00-;          2/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;3790,15;-;PA;1;12,9892;12,9892;12,9892;343;            ;4455,2956;4455,2956;4455,2956;                   ;                   ;                   ;               ;        343/00 ;        343/00 
1;1;22830;MONTILLA CARTA OURO GARRAFA VIDRO 1 L        ;un  ;        120/00 ;        601/00;        499/00;        222/00 ;          0/00 ;        222/00 ;          0/00 ;        222/00-;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;4830,72;-;PA;1;22,426;22,695;22,695;222;            ;4978,572;5038,29;5038,29;                   ;                   ;                   ;               ;        222/00 ;        222/00 
1;1;23029;JOHNNIE WALKER BLACK LABEL GARRAFA VIDRO 1 L ;un  ;         10/00 ;         60/00;         42/00;         28/00 ;          0/00 ;         28/00 ;          0/00 ;         28/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;3633,28;-;PA;1;129,7618;143,8027;143,8027;28;            ;3633,3304;4026,4756;4026,4756;                   ;                   ;                   ;               ;         28/00 ;         28/00 
1;1;23030;JOHNNIE WALKER BLACK LABEL GARRAFA VIDRO 750M;un  ;         71/00 ;          0/00;         62/00;          9/00 ;          0/00 ;          9/00 ;          0/00 ;          9/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;948,96;-;PA;1;105,4451;107,8091;107,8091;9;            ;949,0059;970,2819;970,2819;                   ;                   ;                   ;               ;          9/00 ;          9/00 
1;1;23163;SUKITA TUBAINA PET 2L SHRINK C/6             ;cx  ;        154/03 ;        207/00;        166/00;        195/03 ;          0/00 ;        195/03 ;          0/00 ;        195/03-;          2/03 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;4543,42;-;PA;6;3,4836;3,4203;3,4203;1173;            ;4086,2628;4012,0119;4012,0119;                   ;                   ;                   ;               ;        195/03 ;        195/03 
1;1;23186;SPATEN N 600ML                               ;Dz  ;        153/00 ;      6.250/00;      2.594/11;      3.808/01 ;          0/00 ;      3.808/01 ;          0/00 ;      3.808/01-;          8/08 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;226390,5542;-;PA;12;5,7385;5,6497;5,6497;45697;            ;262232,2345;258174,3409;258174,3409;                   ;                   ;                   ;               ;      3.808/01 ;      3.808/01 
1;1;23246;PIRACANJUBA LEITE CONDENSADO TETRAPAK 395G CX;cx  ;         46/06 ;         32/00;         46/02;         32/04 ;          0/00 ;         32/04 ;          0/00 ;         32/04-;          0/19 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;4441,588148;-;PA;27;5,1444;5,1442;5,1442;868;            ;4465,3392;4465,1656;4465,1656;                   ;                   ;                   ;               ;         32/04 ;         32/04 
1;1;23256;PIRACANJUBA CREME DE LEITE TETRAPAK 200G CX C;cx  ;         36/00 ;          0/00;          7/00;         29/00 ;          0/00 ;         29/00 ;          0/00 ;         29/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;2388,15;-;PA;27;3,05;3,05;3,05;783;            ;2388,15;2388,15;2388,15;                   ;                   ;                   ;               ;         29/00 ;         29/00 
1;1;23269;SKOL BEATS GT LONG NECK 269ML SIX-PACK SH C/4;cx  ;        306/12 ;          0/23;        205/23;        101/12 ;          0/00 ;        101/12 ;          0/00 ;        101/12-;          1/12 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;13259,96;-;PA;24;5,5267;5,5153;5,5153;2436;            ;13463,0412;13435,2708;13435,2708;                   ;                   ;                   ;               ;        101/12 ;        101/12 
1;1;23271;SKOL BEATS SENSES LONG NECK 269ML SIX-PACK SH;cx  ;         81/10 ;        732/18;        348/19;        465/09 ;          0/00 ;        465/09 ;          0/00 ;        465/09-;          0/14 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;59609,88375;-;PA;24;5,3629;5,3347;5,3347;11169;            ;59898,2301;59583,2643;59583,2643;                   ;                   ;                   ;               ;        465/09 ;        465/09 
1;1;23392;ITALAC UHT INTEGRAL CX 1L CX C/12            ;cx  ;        987/00 ;          6/00;        418/04;        574/08 ;          0/00 ;        574/08 ;          0/00 ;        574/08-;          0/02-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;37353,33334;-;PA;12;3,3;3,3;3,3;6896;            ;22756,8;22756,8;22756,8;                   ;                   ;                   ;               ;        574/08 ;        574/08 
1;1;23394;ITALAC UHT DESNATADO CX 1L CX C/12           ;cx  ;         63/00 ;          0/00;         13/00;         50/00 ;          0/00 ;         50/00 ;          0/00 ;         50/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;0;-;PA;12;3,3;3,3;3,3;600;            ;1980;1980;1980;                   ;                   ;                   ;               ;         50/00 ;         50/00 
1;1;23396;ITALAC UHT SEMIDESNATADO CX 1L CX C/12       ;cx  ;         62/00 ;          0/00;          3/00;         59/00 ;          0/00 ;         59/00 ;          0/00 ;         59/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;2336,4;-;PA;12;3,3;3,3;3,3;708;            ;2336,4;2336,4;2336,4;                   ;                   ;                   ;               ;         59/00 ;         59/00 
1;1;23449;MIKES HARD LEMONADE N LT 269ML SH C12 NP     ;cx  ;        152/06 ;          2/10;          6/10;        148/06 ;          0/00 ;        148/06 ;          0/00 ;        148/06-;          0/06-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;7631,415;-;PA;12;4,2825;4,2642;4,2642;1782;            ;7631,415;7598,8044;7598,8044;                   ;                   ;                   ;               ;        148/06 ;        148/06 
1;1;23594;PIRAKIDS BEBIDA LACTEA CHOCOLATE TETRA PAK 20;cx  ;         52/15 ;          0/00;         27/00;         25/15 ;          0/00 ;         25/15 ;          0/00 ;         25/15-;          0/12 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;616,6555557;-;PA;27;1,1874;1,1874;1,1874;690;            ;819,306;819,306;819,306;                   ;                   ;                   ;               ;         25/15 ;         25/15 
1;1;23651;PARATUDO RAIZES AMARGAS GARRAFA VIDRO 900ML  ;un  ;        354/00 ;        610/00;        601/00;        363/00 ;          0/00 ;        363/00 ;          0/00 ;        363/00-;          4/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;3815,13;-;PA;1;11,7982;11,7982;11,7982;363;            ;4282,7466;4282,7466;4282,7466;                   ;                   ;                   ;               ;        363/00 ;        363/00 
1;1;24042;PUREZA VITAL AGUA MIN. S GAS GFA PET 1,5L FD ;cx  ;        164/00 ;        345/04;        397/04;        112/00 ;          0/00 ;        112/00 ;          0/00 ;        112/00-;          1/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1444,8;-;PA;6;2,15;1,9458;1,9458;672;            ;1444,8;1307,5776;1307,5776;                   ;                   ;                   ;               ;        112/00 ;        112/00 
1;1;24044;PUREZA VITAL AGUA MIN. C GAS GFA PET 510ML FD;cx  ;        161/07 ;        627/09;        479/07;        309/09 ;          0/00 ;        309/09 ;          0/00 ;        309/09-;          4/02 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;5987,467499;-;PA;12;1,51;1,6421;1,6421;3717;            ;5612,67;6103,6857;6103,6857;                   ;                   ;                   ;               ;        309/09 ;        309/09 
1;1;24046;PUREZA VITAL AGUA MIN. S GAS GFA PET 510ML FD;cx  ;        217/05 ;        892/08;        696/07;        413/06 ;          0/00 ;        413/06 ;          0/00 ;        413/06-;        113/04-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;4908,245002;-;PA;12;1,18;1,18;1,18;4962;            ;5855,16;5855,16;5855,16;                   ;                   ;                   ;               ;        413/06 ;        413/06 
1;1;24048;SAO LOURENCO AGUA MIN. C GAS GFA PET 1260ML F;cx  ;        183/02 ;        447/01;        491/00;        139/03 ;          0/00 ;        139/03 ;          0/00 ;        139/03-;        130/03 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;2586,33;-;PA;6;3,09;2,68;2,68;837;            ;2586,33;2243,16;2243,16;                   ;                   ;                   ;               ;        139/03 ;        139/03 
1;1;24055;SAO LOURENCO AGUA MIN. S GAS GFA PET 510ML FD;cx  ;        197/03 ;        814/04;        742/03;        269/04 ;          0/00 ;        269/04 ;          0/00 ;        269/04-;          4/03 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1777,103333;-;PA;6;1,65;                   ;                   ;1618;            ;2669,7;                   ;                   ;                   ;                   ;                   ;               ;        269/04 ;        269/04 
1;1;24085;SAO LOURENCO AGUA MIN. C GAS GFA PET 510ML FD;cx  ;        908/00 ;      6.182/02;      5.212/01;      1.878/01 ;          0/00 ;      1.878/01 ;          0/00 ;      1.878/01-;          5/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;18593,85;-;PA;6;1,65;1,51;1,51;11269;            ;18593,85;17016,19;17016,19;                   ;                   ;                   ;               ;      1.878/01 ;      1.878/01 
1;1;24168;MICHELOB ULTRA N LONG NECK 330ML SIX-PACK SHR;cx  ;          0/00 ;        591/21;        591/21;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;0; ;PA;24;3,8145;3,7797;3,7797;            ;            ;                   ;                   ;                   ;                   ;                   ;                   ;               ;          0/00 ;          0/00 
1;1;24274;GARRAFEIRA PL. AZUL BEES 1 UN P/24 GFA 300ML ;un  ;         13/00 ;      1.330/00;        577/00;        766/00 ;          0/00 ;        766/00 ;          0/00 ;        766/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;27576;-;PA;1;14,0092;14;14;766;            ;10731,0472;10724;10724;                   ;                   ;                   ;               ;        766/00 ;        766/00 
1;1;24306;RED BULL MELANCIA LATA 250ML FOUR PACK NPAL  ;cx  ;      2.592/01 ;          2/00;        971/01;      1.623/00 ;          0/00 ;      1.623/00 ;          0/00 ;      1.623/00-;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;44113,14;-;PA;4;6,7597;6,7388;6,8015;6492;            ;43883,9724;43748,2896;44155,338;                   ;                   ;                   ;               ;      1.623/00 ;      1.623/00 
1;1;24759;TIAL SUCO PRONTO 100 MACA TETRA PAK 1 L CX C/;cx  ;          2/00 ;          0/00;          2/00;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;0; ;PA;12;7,258;7,258;7,258;            ;            ;                   ;                   ;                   ;                   ;                   ;                   ;               ;          0/00 ;          0/00 
1;1;24819;ORIGINAL 300ML                               ;Dz  ;      2.515/00 ;      9.587/02;      7.439/00;      4.663/02 ;          0/00 ;      4.663/02 ;          0/00 ;      4.663/02-;          3/11-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;117418,5366;-;PA;12;2,1615;2,143;2,1346;55958;            ;120953,217;119917,994;119447,9468;                   ;                   ;                   ;               ;      4.663/02 ;      4.663/02 
1;1;24832;TIAL NECTAR GOIABA TETRA PAK 1 L CX C/12     ;cx  ;         53/05 ;         86/00;         64/00;         75/05 ;          0/00 ;         75/05 ;          0/00 ;         75/05-;          4/07 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;4111,716666;-;PA;12;4,4469;4,4469;4,4469;905;            ;4024,4445;4024,4445;4024,4445;                   ;                   ;                   ;               ;         75/05 ;         75/05 
1;1;25151;OLD PARR WHISKY GFA VDR 1L                   ;un  ;          2/00 ;         72/00;         26/00;         48/00 ;          0/00 ;         48/00 ;          0/00 ;         48/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;4998,72;-;PA;1;122,3393;122,4903;122,4903;48;            ;5872,2864;5879,5344;5879,5344;                   ;                   ;                   ;               ;         48/00 ;         48/00 
1;1;25178;51 ICE LIMAO GARRAFA VD 275ML CX C24         ;cx  ;          2/22 ;         35/00;         20/01;         17/21 ;          0/00 ;         17/21 ;          0/00 ;         17/21-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;2298,18875;-;PA;24;5,3559;5,3557;5,3557;429;            ;2297,6811;2297,5953;2297,5953;                   ;                   ;                   ;               ;         17/21 ;         17/21 
1;1;25837;SPATEN N LT 473ML CX CARTAO C/12             ;cx  ;        382/10 ;      7.955/02;      5.253/09;      3.084/03 ;          0/00 ;      3.084/03 ;          0/00 ;      3.084/03-;        302/09 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;136015,425;-;PA;12;3,8104;3,7613;3,7613;37011;            ;141026,7144;139209,4743;139209,4743;                   ;                   ;                   ;               ;      3.084/03 ;      3.084/03 
1;1;26099;TRIDENT XFRESH INTENSE ENVELOPE 8G CX21_     ;cx  ;         84/00 ;          5/00;         88/00;          1/00 ;          0/00 ;          1/00 ;          0/00 ;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;25,0599999;-;PA;21;1,1687;1,1684;1,1684;21;            ;24,5427;24,5364;24,5364;                   ;                   ;                   ;               ;          1/00 ;          1/00 
1;1;26188;STELLA ARTOIS LT 473ML CX CARTAO C/12        ;cx  ;        544/08 ;        880/10;      1.424/09;          0/09 ;          0/00 ;          0/09 ;          0/00 ;          0/09-;          4/03 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;35,9325;-;PA;12;4,1295;4,0081;4,0081;9;            ;37,1655;36,0729;36,0729;                   ;                   ;                   ;               ;          0/09 ;          0/09 
1;1;26411;TIAL NECTAR DE CAJU TETRA PAK 1 L CX C/12    ;cx  ;          8/00 ;        120/00;         50/00;         78/00 ;          0/00 ;         78/00 ;          0/00 ;         78/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;4162,08;-;PA;12;4,3042;4,2706;4,2706;936;            ;4028,7312;3997,2816;3997,2816;                   ;                   ;                   ;               ;         78/00 ;         78/00 
1;1;26462;ORIGINAL LT 473ML CX CARTAO C/12             ;cx  ;      1.604/06 ;     13.294/03;     11.312/08;      3.586/01 ;          0/00 ;      3.586/01 ;          0/00 ;      3.586/01-;          0/10 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;163812,2867;-;PA;12;3,7285;3,7046;3,7046;43033;            ;160448,5405;159420,0518;159420,0518;                   ;                   ;                   ;               ;      3.586/01 ;      3.586/01 
1;1;26539;TIAL NECTAR DE MARACUJA TETRA PAK 1 L CX C/12;cx  ;         49/02 ;        102/00;         63/00;         88/02 ;          0/00 ;         88/02 ;          0/00 ;         88/02-;          7/10 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;391,46;-;PA;12;4,3571;4,2706;4,2706;1058;            ;4609,8118;4518,2948;4518,2948;                   ;                   ;                   ;               ;         88/02 ;         88/02 
1;1;26754;BRAHMA DUPLO MALTE 300ML                     ;Dz  ;        653/00 ;        434/00;        498/01;        588/11 ;          0/00 ;        588/11 ;          0/00 ;        588/11-;          3/08 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;12944,38834;-;PA;12;1,9547;1,8201;1,8201;7067;            ;13813,8649;12862,6467;12862,6467;                   ;                   ;                   ;               ;        588/11 ;        588/11 
1;1;26936;YPIOCA CONTA GOTAS GOLD GARRAFA VIDRO 965ML  ;un  ;         49/00 ;         60/00;         30/00;         79/00 ;          0/00 ;         79/00 ;          0/00 ;         79/00-;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1264;-;PA;1;15,9151;15,8598;15,8598;79;            ;1257,2929;1252,9242;1252,9242;                   ;                   ;                   ;               ;         79/00 ;         79/00 
1;1;26993;WHITE HORSE GFA VDR 500ML                    ;un  ;         41/00 ;        180/00;        159/00;         62/00 ;          0/00 ;         62/00 ;          0/00 ;         62/00-;         12/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1786,22;-;PA;1;30,8739;30,885;30,885;62;            ;1914,1818;1914,87;1914,87;                   ;                   ;                   ;               ;         62/00 ;         62/00 
1;1;26994;SMIRNOFF ORIGINAL GFA VDR 600ML              ;un  ;        338/00 ;          0/00;        117/00;        221/00 ;          0/00 ;        221/00 ;          0/00 ;        221/00-;          1/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;4176,9;-;PA;1;19,3073;19,6016;19,6016;221;            ;4266,9133;4331,9536;4331,9536;                   ;                   ;                   ;               ;        221/00 ;        221/00 
1;1;26995;GORDONS GIN SICILIAN LEMON GFA VIDRO 700ML   ;un  ;         89/00 ;          0/00;          9/00;         80/00 ;          0/00 ;         80/00 ;          0/00 ;         80/00-;          1/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;3857,6;-;PA;1;45,0218;43,5166;43,5166;80;            ;3601,744;3481,328;3481,328;                   ;                   ;                   ;               ;         80/00 ;         80/00 
1;1;27001;GORDONS GIN DRY GFA VD 750 ML                ;un  ;        100/00 ;        240/00;        215/00;        125/00 ;          0/00 ;        125/00 ;          0/00 ;        125/00-;          1/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;6696,25;-;PA;1;49,6031;49,6031;49,6031;125;            ;6200,3875;6200,3875;6200,3875;                   ;                   ;                   ;               ;        125/00 ;        125/00 
1;1;27177;HALLS MENTOL ENVELOPE 28G CX C/21            ;cx  ;        196/00 ;        300/00;        257/00;        239/00 ;          0/00 ;        239/00 ;          0/00 ;        239/00-;          1/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;4361,75;-;PA;21;0,7444;0,7422;0,7422;5019;            ;3736,1436;3725,1018;3725,1018;                   ;                   ;                   ;               ;        239/00 ;        239/00 
1;1;27179;HALLS MORANGO ENVELOPE 28G CX C/21           ;cx  ;        281/00 ;        601/00;        459/00;        423/00 ;          0/00 ;        423/00 ;          0/00 ;        423/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;6687,630001;-;PA;21;0,7431;0,7422;0,7422;8883;            ;6600,9573;6592,9626;6592,9626;                   ;                   ;                   ;               ;        423/00 ;        423/00 
1;1;27366;GIN TUDO DRY ORANGE GARRAFA VIDRO 1 L        ;un  ;          1/00 ;          0/00;          0/00;          1/00 ;          0/00 ;          1/00 ;          0/00 ;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;15,62;-;PA;1;15,6296;15,6881;15,6881;1;            ;15,6296;15,6881;15,6881;                   ;                   ;                   ;               ;          1/00 ;          1/00 
1;1;27367;GIN TUDO DRY TRADICIONAL GARRAFA VIDRO 1 L   ;un  ;          2/00 ;         62/00;         36/00;         28/00 ;          0/00 ;         28/00 ;          0/00 ;         28/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;310,8;-;PA;1;19,7089;31,3761;31,3761;28;            ;551,8492;878,5308;878,5308;                   ;                   ;                   ;               ;         28/00 ;         28/00 
1;1;27394;TEQPAR APERITIVO DE AGAVE GFA VDR 1L         ;un  ;        468/00 ;          0/00;         13/00;        455/00 ;          0/00 ;        455/00 ;          0/00 ;        455/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;5050,5;-;PA;1;15,6529;15,7205;15,7205;455;            ;7122,0695;7152,8275;7152,8275;                   ;                   ;                   ;               ;        455/00 ;        455/00 
1;1;27404;KRISKOF VODKA GARRAFA VIDRO 900ML            ;un  ;          2/00 ;          0/00;          0/00;          2/00 ;          0/00 ;          2/00 ;          0/00 ;          2/00-;          1/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;15,8;-;PA;1;11,0808;11,0566;11,0566;2;            ;22,1616;22,1132;22,1132;                   ;                   ;                   ;               ;          2/00 ;          2/00 
1;1;27613;CASILLERO DEL DIABLO VNH RSV CABER SAUVG GFA ;un  ;         32/00 ;         24/00;         19/00;         37/00 ;          0/00 ;         37/00 ;          0/00 ;         37/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1435,23;-;PA;1;39,0923;39,0966;39,0966;37;            ;1446,4151;1446,5742;1446,5742;                   ;                   ;                   ;               ;         37/00 ;         37/00 
1;1;27622;RESERVADO VINHO CARMENERE GFA VD 750 ML      ;un  ;          6/00 ;         60/00;         23/00;         43/00 ;          0/00 ;         43/00 ;          0/00 ;         43/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;412,8;-;PA;1;24,5154;24,5483;24,5483;43;            ;1054,1622;1055,5769;1055,5769;                   ;                   ;                   ;               ;         43/00 ;         43/00 
1;1;27625;RESERVADO VINHO SAUVIGNON BLANC GFA VD 750 ML;un  ;         42/00 ;         36/00;         22/00;         56/00 ;          0/00 ;         56/00 ;          0/00 ;         56/00-;         24/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;719,6;-;PA;1;24,6672;24,6753;24,6753;56;            ;1381,3632;1381,8168;1381,8168;                   ;                   ;                   ;               ;         56/00 ;         56/00 
1;1;27686;MIKES HARD LEMONADE N LONG NECK 275ML SIX PAC;cx  ;         62/00 ;          0/22;          9/22;         53/00 ;          0/00 ;         53/00 ;          0/00 ;         53/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;4933,77;-;PA;24;5,1888;5,1888;5,1888;1272;            ;6600,1536;6600,1536;6600,1536;                   ;                   ;                   ;               ;         53/00 ;         53/00 
1;1;27694;PARATINI COQUETEL ALCOOLICO BRANCO GARRAFA VI;un  ;        167/00 ;          0/00;          8/00;        159/00 ;          0/00 ;        159/00 ;          0/00 ;        159/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1214,76;-;PA;1;8,981;8,981;8,981;159;            ;1427,979;1427,979;1427,979;                   ;                   ;                   ;               ;        159/00 ;        159/00 
1;1;27784;RESERVADO VINHO CABERNET SAUVIGNON GFA VD 750;un  ;         13/00 ;         96/00;         43/00;         66/00 ;          0/00 ;         66/00 ;          0/00 ;         66/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1615,68;-;PA;1;25,8255;25,9;25,9;66;            ;1704,483;1709,4;1709,4;                   ;                   ;                   ;               ;         66/00 ;         66/00 
1;1;27800;GOLD PAR APERITIVO GARRAFA VIDRO 1 L         ;un  ;        286/00 ;          0/00;         10/00;        276/00 ;          0/00 ;        276/00 ;          0/00 ;        276/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;4319,4;-;PA;1;15,6588;15,6638;15,6638;276;            ;4321,8288;4323,2088;4323,2088;                   ;                   ;                   ;               ;        276/00 ;        276/00 
1;1;27866;CORONA CERO SUNBREW N LONG NECK 330 ML SP BAS;cx  ;        603/03 ;      1.191/06;      1.320/01;        474/08 ;          0/00 ;        474/08 ;          0/00 ;        474/08-;          0/16 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;58233,90334;-;PA;24;5,0379;5,0254;5,1926;11384;            ;57351,4536;57209,1536;59112,5584;                   ;                   ;                   ;               ;        474/08 ;        474/08 
1;1;27965;KRISKOF BEB AL MISTA RED FRUITS GARRAFA VIDRO;un  ;        203/00 ;          0/00;         33/00;        170/00 ;          0/00 ;        170/00 ;          0/00 ;        170/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1628,6;-;PA;1;9,7422;9,7422;9,7422;170;            ;1656,174;1656,174;1656,174;                   ;                   ;                   ;               ;        170/00 ;        170/00 
1;1;28004;KRISKOF BEB AL MISTA BLUE GARRAFA VIDRO 900ML;un  ;        206/00 ;          0/00;         24/00;        182/00 ;          0/00 ;        182/00 ;          0/00 ;        182/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1437,8;-;PA;1;9,7422;9,7422;9,7422;182;            ;1773,0804;1773,0804;1773,0804;                   ;                   ;                   ;               ;        182/00 ;        182/00 
1;1;28005;KRISKOF BEB AL MISTA MELANCIA GARRAFA VIDRO 9;un  ;         55/00 ;          0/00;         53/00;          2/00 ;          0/00 ;          2/00 ;          0/00 ;          2/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;19,48;-;PA;1;9,7422;9,7422;9,7422;2;            ;19,4844;19,4844;19,4844;                   ;                   ;                   ;               ;          2/00 ;          2/00 
1;1;28006;KRISKOF BEB AL MISTA APPLE GARRAFA VIDRO 900M;un  ;        205/00 ;          0/00;         67/00;        138/00 ;          0/00 ;        138/00 ;          0/00 ;        138/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1090,2;-;PA;1;9,7422;9,7422;9,7422;138;            ;1344,4236;1344,4236;1344,4236;                   ;                   ;                   ;               ;        138/00 ;        138/00 
1;1;28010;KRISKOF BEB AL MISTA LEMON GARRAFA VIDRO 900M;un  ;        283/00 ;          0/00;         38/00;        245/00 ;          0/00 ;        245/00 ;          0/00 ;        245/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1935,5;-;PA;1;9,722;9,7422;9,7422;245;            ;2381,89;2386,839;2386,839;                   ;                   ;                   ;               ;        245/00 ;        245/00 
1;1;28137;SKOL BEATS CAIPIRINHA LT 269ML CX CARTAO C/8 ;cx  ;          0/03-;          0/00;          0/00;          0/03-;          0/00 ;          0/03-;          0/00 ;          0/03 ;          0/03 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;13,10625; ;PA;8;4,3942;4,3825;4,3825;-3;            ;-13,1826;-13,1475;-13,1475;                   ;                   ;                   ;               ;          0/03-;          0/03-
1;1;28512;PEPSI BLACK PET 1,5 SHRINK C/6               ;cx  ;        344/00 ;        120/05;        126/04;        338/01 ;          0/00 ;        338/01 ;          0/00 ;        338/01-;          1/05 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;7226,621667;-;PA;6;4,6389;4,6391;4,5957;2029;            ;9412,3281;9412,7339;9324,6753;                   ;                   ;                   ;               ;        338/01 ;        338/01 
