Armazem;Deposito;Produto;Descricao;Unidade;Saldo Anterior;Entradas;Saidas;Saldo Atual;Transito;Disponivel;Inventario;Diferenca;Diferenca Congelamento;Trans_Ant;Trans_Ant_nao_carregado;Trans_Dia_nao_carregado;Comodato OP03;Venda Vas OP85;Valorizacao;Sinal;Tipo           ;Fator          ;Custo Médio    ;Ult. Reposição ;Médio Reposição;Qtd Estoque    ;Qtd Contagem   ;Estoque CM     ;Estoque UR     ;Estoque MR     ;Contagem CM    ;Contagem UR    ;Contagem MR    ;Sub-Depósitos  ;Saldo Atual Real;Saldo Grade Real
1;1;30;GAS CARBONICO SKOL CILINDRO 7 KG             ;Kg  ;         28/00 ;         84/00;         77/00;         35/00 ;          0/00 ;         35/00 ;          0/00 ;         35/00-;          7/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;455;-;PA;1;13;13;13;35;            ;455;455;455;                   ;                   ;                   ;               ;         35/00 ;         35/00 
1;1;279;BRAHMA CHOPP LONG NECK 355ML SIX-PACK CAIXA C;cx  ;          0/15 ;          0/15;          0/15;          0/15 ;          0/00 ;          0/15 ;          0/00 ;          0/15-;          0/09 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;47,4687499;-;PA;24;3,1989;3,1775;3,1775;15;            ;47,9835;47,6625;47,6625;                   ;                   ;                   ;               ;          0/15 ;          0/15 
1;1;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK BAND;cx  ;        266/07 ;         89/11;        117/10;        238/08 ;          0/00 ;        238/08 ;          0/00 ;        238/08-;          0/12 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;22057,75;-;PA;24;4,096;4,0711;4,0711;5720;            ;23429,12;23286,692;23286,692;                   ;                   ;                   ;               ;        238/08 ;        238/08 
1;1;503;SUKITA PET 2L CAIXA C/6                      ;cx  ;        468/05 ;      1.712/01;      1.057/01;      1.123/05 ;          0/00 ;      1.123/05 ;          0/00 ;      1.123/05-;          2/01 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;26938,285;-;PA;6;3,8708;4,2852;4,2852;6743;            ;26100,8044;28895,1036;28895,1036;                   ;                   ;                   ;               ;      1.123/05 ;      1.123/05 
1;1;504;PEPSI COLA PET 2L CAIXA C/6                  ;cx  ;      1.255/01 ;      3.132/01;      3.008/05;      1.378/03 ;          0/00 ;      1.378/03 ;          0/00 ;      1.378/03-;          0/02-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;50949,36;-;PA;6;5,6507;4,9968;4,9968;8271;            ;46736,9397;41328,5328;41328,5328;                   ;                   ;                   ;               ;      1.378/03 ;      1.378/03 
1;1;772;PEPSI COLA MIX BAG IN BOX 18L                ;L   ;          0/00 ;        144/00;        144/00;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;0; ;PA;1;37,7454;37,7454;37,7454;            ;            ;                   ;                   ;                   ;                   ;                   ;                   ;               ;          0/00 ;          0/00 
1;1;827;CHOPP BRAHMA ESCURO BARRIL KEG 30L           ;L   ;        210/00 ;        360/00;        570/00;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;0; ;PA;1;32,9061;32,8962;32,9654;            ;            ;                   ;                   ;                   ;                   ;                   ;                   ;               ;          0/00 ;          0/00 
1;1;828;CHOPP BRAHMA CLARO BARRIL KEG 30L            ;L   ;        210/00 ;      1.920/00;      1.380/00;        750/00 ;          0/00 ;        750/00 ;          0/00 ;        750/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;9960;-;PA;1;11,6345;11,6345;11,6345;750;            ;8725,875;8725,875;8725,875;                   ;                   ;                   ;               ;        750/00 ;        750/00 
1;1;838;CHOPP BRAHMA CLARO BARRIL KEG 50L            ;L   ;      1.900/00 ;     11.200/00;     12.700/00;        400/00 ;          0/00 ;        400/00 ;          0/00 ;        400/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1808;-;PA;1;11,6567;11,6507;11,6507;400;            ;4662,68;4660,28;4660,28;                   ;                   ;                   ;               ;        400/00 ;        400/00 
1;1;972;SKOL 300ML                                   ;Dz  ;      6.707/05 ;      5.710/01;     10.948/10;      1.468/08 ;          0/00 ;      1.468/08 ;          0/00 ;      1.468/08-;          5/05 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;29270,52666;-;PA;12;1,7616;1,7012;1,7103;17624;            ;31046,4384;29981,9488;30142,3272;                   ;                   ;                   ;               ;      1.468/08 ;      1.468/08 
1;1;978;BRAHMA CHOPP 300ML                           ;Dz  ;     13.169/01 ;     47.168/07;     54.215/07;      6.122/01 ;          0/00 ;      6.122/01 ;          0/00 ;      6.122/01-;         20/10-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;138359,0833;-;PA;12;1,7583;1,7392;1,7313;73465;            ;129173,5095;127770,328;127189,9545;                   ;                   ;                   ;               ;      6.122/01 ;      6.122/01 
1;1;982;SKOL 600ML                                   ;Dz  ;      3.129/09 ;      8.476/02;     10.215/11;      1.390/00 ;          0/00 ;      1.390/00 ;          0/00 ;      1.390/00-;          0/11 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;74392,8;-;PA;12;4,3985;4,3155;4,3155;16680;            ;73366,98;71982,54;71982,54;                   ;                   ;                   ;               ;      1.390/00 ;      1.390/00 
1;1;988;BRAHMA CHOPP 600ML                           ;Dz  ;      5.257/05 ;     29.258/02;     30.687/03;      3.828/04 ;          0/00 ;      3.828/04 ;          0/00 ;      3.828/04-;          0/10-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;224723,1667;-;PA;12;4,6384;4,5954;4,5954;45940;            ;213088,096;211112,676;211112,676;                   ;                   ;                   ;               ;      3.828/04 ;      3.828/04 
1;1;1166;SUKITA UVA PET 2L CAIXA C/6                  ;cx  ;        583/02 ;      1.310/03;      1.432/02;        461/03 ;          0/00 ;        461/03 ;          0/00 ;        461/03-;          0/03 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;10859,095;-;PA;6;3,4981;3,4596;3,4596;2769;            ;9686,2389;9579,6324;9579,6324;                   ;                   ;                   ;               ;        461/03 ;        461/03 
1;1;1388;SKOL GFA VD 1L 2,99                          ;Dz  ;        197/06 ;        250/00;        295/03;        152/03 ;          0/00 ;        152/03 ;          0/00 ;        152/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;9533,894999;-;PA;12;5,2768;5,2368;5,2368;1827;            ;9640,7136;9567,6336;9567,6336;                   ;                   ;                   ;               ;        152/03 ;        152/03 
1;1;1695;BRAHMA CHOPP GFA VD 1L COM TTC               ;Dz  ;        250/07 ;        807/00;        955/09;        101/10 ;          0/00 ;        101/10 ;          0/00 ;        101/10-;          1/02-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;7221,001667;-;PA;12;5,2112;5,0907;5,0907;1222;            ;6368,0864;6220,8354;6220,8354;                   ;                   ;                   ;               ;        101/10 ;        101/10 
1;1;1743;ANTARCTICA PILSEN GFA VD 1L COM TTC          ;Dz  ;        248/10 ;        100/00;        347/02;          1/08 ;          0/00 ;          1/08 ;          0/00 ;          1/08-;          1/04-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;78,2833333;-;PA;12;3,2275;3,072;3,072;20;            ;64,55;61,44;61,44;                   ;                   ;                   ;               ;          1/08 ;          1/08 
1;1;2006;ANTARCTICA SUBZERO 600ML                     ;Dz  ;        700/07 ;        588/00;        288/03;      1.000/04 ;          0/00 ;      1.000/04 ;          0/00 ;      1.000/04-;          3/10 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;48976,32;-;PA;12;4,1876;4,1586;4,1586;12004;            ;50267,9504;49919,8344;49919,8344;                   ;                   ;                   ;               ;      1.000/04 ;      1.000/04 
1;1;2008;ANTARCTICA SUBZERO LATA 350ML SH C/12 NPAL   ;cx  ;      1.375/05 ;      1.728/05;      2.216/07;        887/03 ;          0/00 ;        887/03 ;          0/00 ;        887/03-;          0/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;28844,4975;-;PA;12;2,5785;2,5007;2,4829;10647;            ;27453,2895;26624,9529;26435,4363;                   ;                   ;                   ;               ;        887/03 ;        887/03 
1;1;2132;GUARANA CHP ANTARCTICA PET 1L CAIXA C/6 NOVA ;cx  ;      7.293/02 ;      1.304/04;      5.115/04;      3.482/02 ;          0/00 ;      3.482/02 ;          0/00 ;      3.482/02-;          5/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;63552,58334;-;PA;6;3,4692;3,5488;3,5473;20894;            ;72485,4648;74148,6272;74117,2862;                   ;                   ;                   ;               ;      3.482/02 ;      3.482/02 
1;1;2243;GUARANA CHP ANTARCTICA MIX BAG IN BOX 18L    ;L   ;         36/00 ;        108/00;        144/00;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;0; ;PA;1;30,9148;30,9148;30,9148;            ;            ;                   ;                   ;                   ;                   ;                   ;                   ;               ;          0/00 ;          0/00 
1;1;2248;SODA LIMONADA ANTARCTICA MIX BAG IN BOX 18L  ;L   ;          0/00 ;         18/00;         18/00;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;0; ;PA;1;366,7278;366,7278;366,7278;            ;            ;                   ;                   ;                   ;                   ;                   ;                   ;               ;          0/00 ;          0/00 
1;1;2349;GUARANA CHP ANTARCTICA PET 2L CAIXA C/6      ;cx  ;      9.151/00 ;     10.598/01;     19.017/05;        731/02 ;          0/00 ;        731/02 ;          0/00 ;        731/02-;          1/05 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;24814,14;-;PA;6;6,0761;6,203;6,1866;4388;            ;26661,9268;27218,764;27146,8008;                   ;                   ;                   ;               ;        731/02 ;        731/02 
1;1;2350;SODA LIMONADA ANTARCTICA PET 2L CAIXA C/6    ;cx  ;        480/01 ;        216/05;        550/05;        146/01 ;          0/00 ;        146/01 ;          0/00 ;        146/01-;          2/05 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;4504,856667;-;PA;6;4,3094;4,2005;4,2005;877;            ;3779,3438;3683,8385;3683,8385;                   ;                   ;                   ;               ;        146/01 ;        146/01 
1;1;2353;GUARANA CHP ANTARCTICA DIET PET 2L CAIXA C/6 ;cx  ;      1.491/01 ;      2.414/00;      2.710/02;      1.194/05 ;          0/00 ;      1.194/05 ;          0/00 ;      1.194/05-;          5/01 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;37756,73334;-;PA;6;5,6814;5,9337;5,9337;7169;            ;40729,9566;42538,6953;42538,6953;                   ;                   ;                   ;               ;      1.194/05 ;      1.194/05 
1;1;2415;CHOPP ANTARCTICA BARRIL KEG 30L              ;L   ;          0/00 ;         30/00;          0/00;         30/00 ;          0/00 ;         30/00 ;          0/00 ;         30/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;21;-;PA;1;10,5434;10,5434;10,5434;30;            ;316,302;316,302;316,302;                   ;                   ;                   ;               ;         30/00 ;         30/00 
1;1;2532;ANTARCTICA PILSEN 300ML                      ;Dz  ;      9.653/02 ;     23.210/00;     29.979/11;      2.883/03 ;          0/00 ;      2.883/03 ;          0/00 ;      2.883/03-;          0/04-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;55963,8825;-;PA;12;1,7648;1,7314;1,7306;34599;            ;61060,3152;59904,7086;59877,0294;                   ;                   ;                   ;               ;      2.883/03 ;      2.883/03 
1;1;2538;ANTARCTICA PILSEN 600ML                      ;Dz  ;      4.983/05 ;     28.720/07;     29.184/09;      4.519/03 ;          0/00 ;      4.519/03 ;          0/00 ;      4.519/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;217466,31;-;PA;12;3,828;3,7986;3,7986;54231;            ;207596,268;206001,8766;206001,8766;                   ;                   ;                   ;               ;      4.519/03 ;      4.519/03 
1;1;2546;ORIGINAL 600ML                               ;Dz  ;      3.981/01 ;     13.552/10;     17.384/07;        149/04 ;          0/00 ;        149/04 ;          0/00 ;        149/04-;          6/02 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;9458,773333;-;PA;12;5,6772;5,5901;5,5901;1792;            ;10173,5424;10017,4592;10017,4592;                   ;                   ;                   ;               ;        149/04 ;        149/04 
1;1;2548;BUDWEISER 600ML                              ;Dz  ;        324/02 ;        504/01;        352/05;        475/10 ;          0/00 ;        475/10 ;          0/00 ;        475/10-;          0/11-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;28854,53333;-;PA;12;4,9588;4,407;4,407;5710;            ;28314,748;25163,97;25163,97;                   ;                   ;                   ;               ;        475/10 ;        475/10 
1;1;3733;BOHEMIA NOVA EMBALAGEM 600ML                 ;Dz  ;        139/04 ;        840/00;        137/04;        842/00 ;          0/00 ;        842/00 ;          0/00 ;        842/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;46360,52;-;PA;12;4,5887;4,6625;4,6625;10104;            ;46364,2248;47109,9;47109,9;                   ;                   ;                   ;               ;        842/00 ;        842/00 
1;1;3803;BRAHMA CHOPP ONE WAY 300ML CX C/24           ;cx  ;      1.978/22 ;         33/00;        360/00;      1.651/22 ;          0/00 ;      1.651/22 ;          0/00 ;      1.651/22-;          0/18-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;99181,07668;-;PA;24;2,502;2,4962;2,4962;39646;            ;99194,292;98964,3452;98964,3452;                   ;                   ;                   ;               ;      1.651/22 ;      1.651/22 
1;1;4166;TIAL NECTAR DE UVA TETRA PAK 1 L CX C/12     ;cx  ;          0/00 ;          2/08;          2/08;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;0; ;PA;12;4,7081;4,7081;4,7081;            ;            ;                   ;                   ;                   ;                   ;                   ;                   ;               ;          0/00 ;          0/00 
1;1;4174;TIAL NECTAR DE PESSEGO TETRA PAK 1 L CX C/12 ;cx  ;        166/02 ;        260/00;        171/00;        255/02 ;          0/00 ;        255/02 ;          0/00 ;        255/02-;          0/02-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;13615,69333;-;PA;12;4,4469;4,4469;4,4469;3062;            ;13616,4078;13616,4078;13616,4078;                   ;                   ;                   ;               ;        255/02 ;        255/02 
1;1;4177;TIAL NECTAR DE LARANJA TETRA PAK 1 L CX C/12 ;cx  ;          2/11 ;         85/11;         39/08;         49/02 ;          0/00 ;         49/02 ;          0/00 ;         49/02-;          4/01 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;2635,825;-;PA;12;4,2845;4,2706;4,2706;590;            ;2527,855;2519,654;2519,654;                   ;                   ;                   ;               ;         49/02 ;         49/02 
1;1;4204;TIAL AGUA DE COCO TETRA PAK 1 L CX C/12      ;cx  ;          2/00 ;          0/00;          2/00;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;0; ;PA;12;7,632;7,632;7,632;            ;            ;                   ;                   ;                   ;                   ;                   ;                   ;               ;          0/00 ;          0/00 
1;1;4206;TIAL NECTAR DE MANGA TETRA PAK 1 L CX C/12   ;cx  ;         58/00 ;        136/11;         78/07;        116/04 ;          0/00 ;        116/04 ;          0/00 ;        116/04-;          2/08 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;6316,9;-;PA;12;4,3642;4,2706;4,2706;1396;            ;6092,4232;5961,7576;5961,7576;                   ;                   ;                   ;               ;        116/04 ;        116/04 
1;1;4219;TIAL NECTAR DE PESSEGO TETRA PAK 330ML CX C/1;cx  ;          2/00 ;          0/00;          0/00;          2/00 ;          0/00 ;          2/00 ;          0/00 ;          2/00-;          2/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;50,2999999;-;PA;12;2,0961;2,0961;2,0961;24;            ;50,3064;50,3064;50,3064;                   ;                   ;                   ;               ;          2/00 ;          2/00 
1;1;4293;PEPSI BLACK PET 200ML SH C/12                ;cx  ;        533/00 ;      2.412/09;      1.374/09;      1.571/00 ;          0/00 ;      1.571/00 ;          0/00 ;      1.571/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;19276,17;-;PA;12;1,0427;1,0443;1,0443;18852;            ;19656,9804;19687,1436;19687,1436;                   ;                   ;                   ;               ;      1.571/00 ;      1.571/00 
1;1;4409;PEPSI TWIST PET 2L SHRINK C/6                ;cx  ;        305/00 ;        405/02;        534/02;        176/00 ;          0/00 ;        176/00 ;          0/00 ;        176/00-;          0/01 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;5258,88;-;PA;6;5,6833;5,8105;5,8105;1056;            ;6001,5648;6135,888;6135,888;                   ;                   ;                   ;               ;        176/00 ;        176/00 
1;1;7607;GAS CARBONICO SKOL CILINDRO 6 KG             ;Kg  ;          6/00 ;          0/00;          0/00;          6/00 ;          0/00 ;          6/00 ;          0/00 ;          6/00-;          6/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;96;-;PA;1;13;13;13;6;            ;78;78;78;                   ;                   ;                   ;               ;          6/00 ;          6/00 
1;1;7703;PEPSI COLA PET 1L CAIXA C/6                  ;cx  ;        801/00 ;        368/04;        819/04;        350/00 ;          0/00 ;        350/00 ;          0/00 ;        350/00-;          2/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;7434;-;PA;6;3,0805;3,392;2,905;2100;            ;6469,05;7123,2;6100,5;                   ;                   ;                   ;               ;        350/00 ;        350/00 
1;1;7945;PEPSI COLA PET 2,5L CAIXA C/6                ;cx  ;        165/00 ;        387/00;        521/03;         30/03 ;          0/00 ;         30/03 ;          0/00 ;         30/03-;          1/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1050,725;-;PA;6;4,9994;4,8709;4,8709;183;            ;914,8902;891,3747;891,3747;                   ;                   ;                   ;               ;         30/03 ;         30/03 
1;1;7947;GUARANA CHP ANTARCTICA PET 2,5L CAIXA C/6    ;cx  ;        628/04 ;        841/03;      1.224/04;        245/03 ;          0/00 ;        245/03 ;          0/00 ;        245/03-;          1/02 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;8315,085;-;PA;6;6,418;6,6892;6,0383;1473;            ;9453,714;9853,1916;8894,4159;                   ;                   ;                   ;               ;        245/03 ;        245/03 
1;1;7977;GATORADE UVA PET 500ML SIXPACK               ;cx  ;        925/00 ;      3.250/03;      1.552/03;      2.623/00 ;          0/00 ;      2.623/00 ;          0/00 ;      2.623/00-;          3/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;46610,71001;-;PA;6;2,9148;2,8982;2,8982;15738;            ;45873,1224;45611,8716;45611,8716;                   ;                   ;                   ;               ;      2.623/00 ;      2.623/00 
1;1;7979;GATORADE FRUTAS CITRICAS PET 500ML SIXPACK   ;cx  ;        477/00 ;         10/05;        486/05;          1/00 ;          0/00 ;          1/00 ;          0/00 ;          1/00-;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;18,6799999;-;PA;6;3,224;3,1713;3,1713;6;            ;19,344;19,0278;19,0278;                   ;                   ;                   ;               ;          1/00 ;          1/00 
1;1;7980;GATORADE TANGERINA PET 500ML SIXPACK         ;cx  ;      1.095/00 ;      1.187/05;      1.346/05;        936/00 ;          0/00 ;        936/00 ;          0/00 ;        936/00-;          7/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;17053,92;-;PA;6;2,8365;2,8446;2,8922;5616;            ;15929,784;15975,2736;16242,5952;                   ;                   ;                   ;               ;        936/00 ;        936/00 
1;1;7981;GATORADE LARANJA PET 500ML SIXPACK           ;cx  ;        444/00 ;      3.857/00;      2.546/00;      1.755/00 ;          0/00 ;      1.755/00 ;          0/00 ;      1.755/00-;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;29799,9;-;PA;6;2,8336;2,8566;2,4606;10530;            ;29837,808;30079,998;25910,118;                   ;                   ;                   ;               ;      1.755/00 ;      1.755/00 
1;1;7982;GATORADE LIMAO PET 500ML SIXPACK             ;cx  ;      1.798/00 ;      4.750/02;      4.563/01;      1.985/01 ;          0/00 ;      1.985/01 ;          0/00 ;      1.985/01-;          3/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;34263,97667;-;PA;6;2,7989;2,8094;2,8525;11911;            ;33337,6979;33462,7634;33976,1275;                   ;                   ;                   ;               ;      1.985/01 ;      1.985/01 
1;1;7983;GATORADE MORANGO-MARACUJA PET 500ML SIXPACK  ;cx  ;      3.012/05 ;        313/01;      2.181/04;      1.144/02 ;          0/00 ;      1.144/02 ;          0/00 ;      1.144/02-;          6/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;19636,76;-;PA;6;2,8653;2,8264;2,9937;6866;            ;19673,1498;19406,0624;20554,7442;                   ;                   ;                   ;               ;      1.144/02 ;      1.144/02 
1;1;8037;CHOPP CLARO STELLA ARTOIS BARRIL KEG 30L     ;L   ;         60/00 ;        270/00;        240/00;         90/00 ;          0/00 ;         90/00 ;          0/00 ;         90/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;405;-;PA;1;34,1573;32,7198;32,7901;90;            ;3074,157;2944,782;2951,109;                   ;                   ;                   ;               ;         90/00 ;         90/00 
1;1;8336;ORIGINAL ONE WAY 600ML CX 12                 ;cx  ;        173/03 ;        764/01;        559/00;        378/04 ;          0/00 ;        378/04 ;          0/00 ;        378/04-;          4/07 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;30107,76667;-;PA;12;6,5805;6,3454;6,5969;4540;            ;29875,47;28808,116;29949,926;                   ;                   ;                   ;               ;        378/04 ;        378/04 
1;1;8411;GUARANA CHP ANTARCTICA PET 1,5 SHRINK C/6    ;cx  ;        302/05 ;        486/04;        363/03;        426/00 ;          0/00 ;        426/00 ;          0/00 ;        426/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;10820,4;-;PA;6;4,4554;4,4812;4,4812;2556;            ;11388,0024;11453,9472;11453,9472;                   ;                   ;                   ;               ;        426/00 ;        426/00 
1;1;8413;GUARANA CHP ANTARCTICA DIET PET 1,5 SHRINK C/;cx  ;        352/00 ;        121/00;        227/00;        246/00 ;          0/00 ;        246/00 ;          0/00 ;        246/00-;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;6066,36;-;PA;6;4,2752;4,0024;4,0024;1476;            ;6310,1952;5907,5424;5907,5424;                   ;                   ;                   ;               ;        246/00 ;        246/00 
1;1;8418;PEPSI COLA PET 1500 CX06                     ;cx  ;        188/00 ;          0/00;        111/00;         77/00 ;          0/00 ;         77/00 ;          0/00 ;         77/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;1794,1;-;PA;6;3,784;3,7759;3,7759;462;            ;1748,208;1744,4658;1744,4658;                   ;                   ;                   ;               ;         77/00 ;         77/00 
1;1;8791;H2OH LIMAO C/GAS PET 500ML CAIXA C/12        ;cx  ;        540/02 ;      1.033/10;      1.415/10;        158/02 ;          0/00 ;        158/02 ;          0/00 ;        158/02-;          2/02-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;5515,271666;-;PA;12;3,058;3,06;3,0968;1898;            ;5804,084;5807,88;5877,7264;                   ;                   ;                   ;               ;        158/02 ;        158/02 
1;1;8793;H2OH LIMAO C/GAS PET 1,5L CAIXA C/6          ;cx  ;        943/00 ;        494/03;        975/03;        462/00 ;          0/00 ;        462/00 ;          0/00 ;        462/00-;          2/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;14922,6;-;PA;6;5,2573;5,2925;5,3413;2772;            ;14573,2356;14670,81;14806,0836;                   ;                   ;                   ;               ;        462/00 ;        462/00 
1;1;8919;GUARANA CHP ANTARCTICA PET 600ML CX12 NPAL   ;cx  ;        647/03 ;        454/01;        879/01;        222/03 ;          0/00 ;        222/03 ;          0/00 ;        222/03-;          0/09 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;6974,205;-;PA;12;3,0756;3,1005;3,154;2667;            ;8202,6252;8269,0335;8411,718;                   ;                   ;                   ;               ;        222/03 ;        222/03 
1;1;8921;GUARANA CHP ANTARCTICA DIET PET 600ML CX12 NP;cx  ;        367/00 ;         10/05;        267/05;        110/00 ;          0/00 ;        110/00 ;          0/00 ;        110/00-;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;3502,4;-;PA;12;3,0353;2,9861;3,0786;1320;            ;4006,596;3941,652;4063,752;                   ;                   ;                   ;               ;        110/00 ;        110/00 
1;1;9067;ANTARCTICA PILSEN LATA 350ML SH C/12 NPAL    ;cx  ;        948/06 ;      6.340/01;      5.851/03;      1.437/04 ;          0/00 ;      1.437/04 ;          0/00 ;      1.437/04-;          4/04-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;42731,92;-;PA;12;2,4787;2,4706;2,4706;17248;            ;42752,6176;42612,9088;42612,9088;                   ;                   ;                   ;               ;      1.437/04 ;      1.437/04 
1;1;9068;SKOL LATA 350ML SH C/12 NPAL                 ;cx  ;     10.672/02 ;        336/10;     10.908/03;        100/09 ;          0/00 ;        100/09 ;          0/00 ;        100/09-;          4/09-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;3048,695;-;PA;12;2,5695;2,519;2,5411;1209;            ;3106,5255;3045,471;3072,1899;                   ;                   ;                   ;               ;        100/09 ;        100/09 
1;1;9069;BRAHMA CHOPP LATA 350ML SH C/12 NPAL         ;cx  ;     15.088/10 ;     21.256/10;     25.269/11;     11.075/09 ;          0/00 ;     11.075/09 ;          0/00 ;     11.075/09-;          6/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;341133,1;-;PA;12;2,6038;2,6167;2,6167;132909;            ;346068,4542;347782,9803;347782,9803;                   ;                   ;                   ;               ;     11.075/09 ;     11.075/09 
1;1;9071;CARACU LATA 350ML SH C/12 NPAL               ;cx  ;      1.061/06 ;        601/06;      1.174/07;        488/05 ;          0/00 ;        488/05 ;          0/00 ;        488/05-;          0/07 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;18369,35084;-;PA;12;3,3339;3,4354;3,2704;5861;            ;19539,9879;20134,8794;19167,8144;                   ;                   ;                   ;               ;        488/05 ;        488/05 
1;1;9081;MALZBIER BRAHMA LATA 350ML SH C/12 NPAL      ;cx  ;        188/01 ;          0/04;        188/04;          0/01 ;          0/00 ;          0/01 ;          0/00 ;          0/01-;          0/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;3,5658333;-;PA;12;3,4308;3,4293;3,4293;1;            ;3,4308;3,4293;3,4293;                   ;                   ;                   ;               ;          0/01 ;          0/01 
